created_on,content
2021-01-30T14:20:49.912Z,instead of working on my current book or the other i am completely writing for my friend i came up with a new one so i found a way to make arthurian legend very gay also the once and future king is a queer lady because i said so writing arthurian legend
2020-07-27T23:23:01.804Z,dead serious question do illegal immigrants get access to abortion or planned parenthood
2020-06-03T07:32:43.220Z,lol fuxking snow nigger i love it keep going
2021-12-07T23:54:37.773Z,when my son started giving my shit about all my racist puns i told him to pakis bags
2021-02-20T16:08:14.720Z,you can take the ghetto rat out of the ghetto but you can never take the ghetto out of the ghetto rat
2021-08-03T17:49:22.121Z,do not act like your not a kike i have read your posts months ago your the ny kike that moved to pine hills and buys nigger tranny hookers on obt how could i forget you
2022-02-27T19:18:20.580Z,how do people go home at night eat and sleep knowing that they ve murdered or raped someone today disgusting
2020-09-27T11:42:59.364Z,wakanda forever niggers
2021-08-02T23:39:58.561Z,i have been kicked off twitter i must ve offended some goatfucking sandnigger i wonder how that happened
2020-10-01T05:59:11.055Z,holy fuck i swear these white bitches can not fucking drive dawg
2022-03-07T19:20:52.696Z,me why does anime colonel sanders look like white haired markiplier sis pls never say that again
2021-02-03T10:39:10.052Z,yes it is white privilege to be robbed raped and murdered because of our skin color
2021-05-05T16:21:22.952Z,syrian child refugees attempt to convince cynical brits by wearing i am birthday badges
2020-07-29T12:59:35.685Z,good these mcu faggots going to get schooled on what a good spiderman tobey is
2021-12-03T11:43:54.804Z,i hope that retard is proud of himself what a fucking joke this guy is he went from being an actual legitimate candidate to being a faggot who doxxes his own people and hangs around degenerates druggies and federal informants asshole
2020-06-15T06:22:02.895Z,omfg they are still repeating the fake news that the killer was a white supremacist he hurled slurs at blacks and muslims and according to the anti defamation league had ties to white supremacists
2021-10-28T00:19:48.728Z,they probably regularly say they all look the same they being whichever loosely defined group is being targeted mind i have just done the same
2020-05-16T13:51:15.713Z,you must be retarded
2020-11-04T13:41:48.073Z,did not the arabs support hitler i know my father shot more arabs in north africa than germans especially when they were busy killing the wounded and robbing the dead
2021-07-11T14:15:46.903Z,you do not think it the fact that you sound like a whiny wheezy nasally libtard right now calling you a kike faggot does not make someone a nazi kikefag that an insult to real nazis
2022-02-23T18:20:55.248Z,a wise white man once said as long as niggers hate each and never support their on we never have to fear them uniting and becoming independent bga bgtv facts
2020-07-16T15:00:10.505Z,agh waters world dem negresses remarks god dayum
2020-12-17T17:57:18.617Z,i am a year single straiaght white christian man i am enemy
2021-01-08T22:30:07.524Z,no one will ever racially profile you for being white she says to all white people ever to live
2021-11-10T22:02:51.550Z,really soubry is an affront to all nazi they d be pissed to be linked to that traitorous media whore
2021-06-28T00:54:07.157Z,stg i fucking hate white girls yo
2021-10-14T00:53:02.775Z,push out white babies
2020-07-29T12:45:02.788Z,best new shoes
2022-01-19T00:02:51.613Z,for everyone that has untreated add is literally a gook away from riches you can not even understand yet it all shenanigans and shitposting until them slant eyes wake up
2020-10-27T15:56:21.005Z,made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles
2020-09-19T03:17:46.019Z,niggas coppin designer glocks now imagine a nigga wit no aim having enough money to buy a designer pistol
2021-01-08T19:58:59.023Z,and trump calls africa shithole countries as a joke and he calls immigrants animals as a joke and he calls black people varmin as a joke you are no different neither is go take a look at yourself in the mirror
2020-09-29T05:04:49.993Z,give a nigger a rope and he thinks he a cowboy when you obey the rothschilds you get you caymen account padded
2020-05-31T11:50:22.906Z,edge smedge have you believe this gay old horse of affection
2020-05-21T12:34:29.782Z,nigger males are faggots on the down low another reason why aids figures so prominently in their ethnic grouping only the least desirable of white women settle for muh dick these women have either low self esteem daddy issues and or low iq a deadly combination for white women
2021-07-13T06:06:43.517Z,who says she even smoks the wed i bet she carries it in case some negro gets uppity she can throw it like bait into on coming traffic to get them to kill themselves
2021-09-19T18:18:26.666Z,obama was a greasy nigger in and he is still now btw mlk malcolmx were great americans happy mlk day maga
2021-03-24T14:11:39.887Z,i did not know he was also a kike
2021-10-23T06:10:34.431Z,fuck a bunch of amnesty every last one of these illegal immigrants need to be rounded up like a herd of cattle and sent back to whatever shithole of a country they came from
2021-02-23T19:33:25.149Z,jesus i think for me personally the most annoying thing about this whole mess is that so so so many of these women like to screech peddle their mostly feminazi pro woman bullshit when it all lies hypocrisy
2021-06-30T20:44:02.636Z,if men are only good for the money then women are only good for popping out babies the next society will remember this
2021-09-04T04:13:28.347Z,so i just realized that aka albino nigger pictured below the leader of faggotwaffle and nigerian resident shares a name with jews so that certainly interesting
2020-09-24T04:35:10.654Z,smethwick once the parliamentary constituency of sir oswald mosley forty years later conservative mp peter griffiths took it off the campaign slogan if you want a nigger for a neighbour vote liberal or labour today it white
2020-12-27T00:25:26.849Z,a paleoconservative on twitter recently said that sexual harassment in the workplace would not be a problem if women stayed home and raised their kids i think that if women are dressed like thots men have a right to flirt grope etc it obviously what the women want
2021-03-14T03:34:00.758Z,utrash trump god ur memes are so retarded these emojis
2021-04-15T11:24:43.292Z,omg look how cute kim kartrashian new niglet is its name is baby chi that nigger for chicago is not it just totes adorbs
2020-12-10T10:02:09.321Z,oh nahh see fuxkin with them white people will have you out here doin new shit
2021-01-24T11:22:42.859Z,follow he a good goy who physically removes antifa and frequently gets banned from kike social media previous post was wrong account
2021-07-25T18:48:42.264Z,in new york city a new law is coming that would outlaw the use of the term illegal alien do you think it is consistent with our constitutional right to free speech for any words or phrases to be criminalized
2022-03-01T11:10:53.029Z,she was also the best player and second top goalscorer with the super falcons who won the african women championship october st making nigeria proud sunday dare nigeria independence
2021-07-02T17:53:24.572Z,why would any white folk eat at a dirty coon shack anyway oh yea liberals fuck them charge them triple
2020-11-16T12:13:31.420Z,god blessed me with my retardeness and lazy atitude
2020-10-05T21:53:45.422Z,got to get you a real bitch a bad bitch ain t nothing but a bill
2022-04-30T04:42:41.218Z,ana navarro is a spic cunt that needs to shut her commie cock holster these pieces of shit declare war on us every time they open their ugly commie mouths how long until enough is enough
2021-07-13T05:23:18.058Z,rick ripping that guys throat out to save carl from getting raped by that old hillbilly top savage twd moments
2020-06-13T18:36:04.563Z,why categorize all jews as villains such sweeping generalization and racism is why any legitimate arguments against rothschild zionists becomes diluted remember not all jews are zionists and definitely not rothschild zionists
